objID,RA,DEC,redshift,u,g,r,i,z,HAlpha_sigma_width,HBeta_flux,HBeta_flux_err,OIII_5007_flux,OIII_5007_flux_err,HAlpha_flux,HAlpha_flux_err,NII_6584_flux,NII_6584_flux_err
1237652901822333033,1.142791666666666,-9.05258333333333,0.0291051,16.93426,15.8412,15.35815,15.0646,14.84367,47.50051,150.9253,3.274575,67.5126,2.891443,651.387,7.74496,214.4059,3.274844
1237652901285527611,1.2106666666666661,-9.536694444444441,0.05560265,18.30033,17.19817,16.83092,16.63198,16.55498,47.96262,75.12098,2.544705,43.34777,2.278843,225.3033,3.274554,59.66666,2.257321
1237652629099118677,1.2229166666666667,-10.802000000000003,0.06457114,20.01526,18.0874,17.24092,16.83275,16.51493,308.0661,16.37852,4.675006,22.05808,5.624333,5.928651,4.245199,7.665896,4.896679
1237652901822398556,1.2965,-8.978361111111111,0.08872818,19.81238,17.90509,17.01068,16.60392,16.29641,1.0,4.699808,1.951466,11.58071,4.604809,1.988782,1.639361,2.871121,3.613622
1237652899138044029,1.3078333333333325,-11.09958333333333,0.07682312,19.05337,17.18353,16.36247,16.00878,15.70643,179.5078,5.554868,3.892822,7.965399,3.981256,21.25853,4.643364,27.97529,4.23229
1237652901822398594,1.3447916666666653,-9.035638888888883,0.0837859,19.24777,17.31888,16.33868,15.8625,15.50745,124.8911,7.618132,3.315505,20.18003,3.977928,37.06784,3.910134,54.80029,4.268665
1237652900748722406,1.3767916666666662,-9.950305555555552,0.05499971,19.47174,17.70453,17.08188,16.71076,16.51031,45.2039,14.05443,1.579388,17.28192,1.70276,44.97177,1.999749,12.75141,1.294693
1237652901822464095,1.3818749999999997,-8.940999999999997,0.07650049,19.17194,17.92225,17.47415,17.17812,17.06165,52.5656,32.36041,2.317083,11.88963,2.187176,135.5291,2.588955,46.47225,1.883287
1237652899138109498,1.3854999999999993,-11.152222222222221,0.04636011,17.79018,16.19341,15.44357,15.03263,14.75435,116.0371,109.7501,3.822864,114.4308,4.151083,759.442,8.173479,589.7112,6.372282
1237652629099184171,1.394458333333333,-10.63544444444444,0.08248626,19.9282,18.2771,17.51706,17.16559,16.91194,125.1388,21.81492,2.901048,40.87644,3.28046,66.33772,2.92055,85.08738,3.019773
1237652899138109596,1.4272083333333332,-11.18022222222222,0.04005456,18.62157,17.46123,17.0788,16.81353,16.66276,35.74395,37.23739,2.022028,60.18659,2.299141,129.9436,3.730758,17.77501,1.244037
1237652901285593266,1.467291666666666,-9.363888888888887,0.06502882,19.26247,17.90098,17.2249,16.81397,16.5303,55.05299,33.83677,1.905898,13.00941,1.922147,165.3673,2.625529,58.82993,1.948367
1237652901285593269,1.4713749999999992,-9.397055555555553,0.08820506,18.59615,17.50525,17.1477,16.87289,16.76173,56.00945,103.2565,2.886728,75.56443,2.887306,366.7697,4.082413,95.28159,2.230117
1237652901285593282,1.4916666666666658,-9.354944444444442,0.06478149,19.12814,17.2196,16.34513,15.93175,15.61357,112.766,6.625117,2.336605,8.473461,2.584026,37.6807,2.719393,30.88999,2.557345
1237652901822529628,1.5293749999999997,-8.9395,0.06771179,18.41818,16.57269,15.68341,15.28594,14.97376,153.8891,11.35734,4.522638,7.837346,5.479468,9.204473,4.461606,4.891323,5.238258
1237652631246733415,1.5648749999999993,-8.932305555555553,0.06829862,19.22149,17.99283,17.47467,17.17559,16.98637,53.01857,79.9334,2.707244,29.89736,2.553075,336.6356,4.106801,119.1489,2.626233
1237652901822529671,1.5696666666666665,-8.99236111111111,0.06525913,20.01693,18.30911,17.48503,17.1031,16.83624,77.27847,4.553479,2.296731,10.68744,2.544051,8.095145,2.114363,6.724315,2.021398
1237652901285658715,1.5828333333333324,-9.462472222222218,0.05534757,18.31938,16.95513,16.28906,15.90836,15.62006,53.93131,28.79622,2.138674,8.497598,2.103928,124.7867,2.834656,42.41954,2.378465
1237652629099249805,1.6080833333333324,-10.684666666666663,0.04238561,19.30089,17.81474,17.05568,16.60781,16.19031,49.0522,20.45776,2.048317,21.36264,2.115211,72.56833,2.301703,34.98487,2.387668
1237652900748787877,1.6117916666666665,-9.837111111111106,0.08335648,19.59387,18.09451,17.3279,16.91928,16.60913,54.21447,24.3762,1.860731,9.546005,2.011826,76.42972,2.096352,31.75572,1.824092
1237652901285658727,1.6125833333333326,-9.450138888888887,0.09016035,19.90512,18.17879,17.31997,16.91451,16.62074,74.08266,6.276624,2.234215,6.571118,2.959957,17.3021,2.00298,5.341867,1.984657
1237652900748787887,1.6188333333333327,-9.797305555555548,0.0835771,19.6164,17.72671,16.80132,16.40051,16.07991,1.0,3.481099,1.679241,7.736741,3.328441,3.501391,1.549258,4.84069,2.754665
1237652900748853324,1.6454583333333324,-9.964694444444444,0.08377788,19.35513,17.47357,16.62553,16.17843,15.84746,126.6896,9.450381,2.833239,42.58859,3.834541,58.6107,3.143017,88.93051,3.644125
1237652899138240580,1.6563749999999995,-11.170527777777773,0.06438889,18.81516,17.60588,17.01717,16.66544,16.40269,65.44588,29.75901,2.114029,15.86251,2.183608,113.1837,2.545621,36.39211,1.996298
1237652900748853345,1.6863333333333326,-9.864944444444442,0.05738287,18.0178,16.76767,16.3012,15.99668,15.86076,49.11395,45.53765,2.240993,15.89108,2.168811,194.3177,3.081687,69.36485,2.250886
1237652899675111515,1.7437499999999995,-10.737861111111114,0.08402145,19.05218,17.13582,16.2632,15.87416,15.55879,500.0,8.988547,6.707478,3.433525,2.634991,7.938118,6.500048,3.053213,2.310693
1237652899138306166,1.7853749999999997,-11.064416666666666,0.07685644,20.22433,18.08584,17.1993,16.78313,16.45362,1.0,4.247935,1.939577,0.4709216,1.869975,3.250821,1.643638,0.6898063,1.563674
1237652900212048031,1.8978333333333328,-10.378999999999996,0.08308864,18.8859,17.6579,17.1706,16.8775,16.70223,85.38165,92.25677,2.966674,64.90758,2.960895,281.032,3.786898,80.20169,2.50986
1237652629099380906,1.9282916666666672,-10.814638888888888,0.07663941,18.84781,17.26863,16.58622,16.17777,15.95663,101.7675,42.4547,2.767597,210.058,4.457773,166.4506,3.567937,159.8282,3.441693
1237652629099446351,1.9784583333333328,-10.735416666666667,0.04263234,18.88628,17.0082,16.19768,15.78762,15.44465,71.7043,23.11252,3.095864,25.26817,3.251078,92.29182,3.667963,42.45106,3.827614
1237652946379079883,2.0504999999999995,-10.996166666666667,0.08407412,18.55694,17.50647,17.0857,16.81282,16.69096,57.29462,48.46078,2.203084,18.26578,2.110332,160.6141,2.662776,49.24778,1.881739
1237652946379079891,2.076708333333333,-10.885999999999996,0.07706546,19.30412,17.80976,17.33426,17.02192,16.88868,58.03887,34.50116,2.213882,19.69943,2.23183,119.8358,2.520453,36.08351,1.862717
1237652900212179056,2.135458333333333,-10.282444444444442,0.07674754,18.91193,17.19442,16.39544,15.98726,15.68115,118.2013,26.72402,3.122113,37.65419,3.57169,110.3813,4.065308,74.92431,3.773566
1237652946379079804,2.142916666666667,-10.949305555555553,0.03035205,16.07829,14.3432,13.58403,13.23491,12.96061,60.50776,10.94661,3.210186,19.93163,3.549781,35.76559,3.536974,39.66896,3.705444
1237652901285920885,2.1657499999999996,-9.465527777777776,0.08399266,19.88416,18.09887,17.2367,16.81636,16.51331,105.5701,6.757288,2.652291,12.89828,2.947124,26.19575,2.548888,21.22338,2.426136
1237652900212179102,2.248041666666666,-10.298333333333334,0.07644092,18.55504,17.14906,16.48595,16.07009,15.76462,118.943,86.91596,3.38041,49.38392,3.463536,394.9733,5.241925,221.8141,4.236152
1237652900212244526,2.2697499999999997,-10.323861111111107,0.07637357,18.42356,17.33495,16.92358,16.62717,16.52006,65.10078,80.28964,2.62376,26.24778,2.361847,328.1522,4.064116,110.8648,2.538196
1237652629099577461,2.2752083333333326,-10.642444444444441,0.06744897,19.51667,17.84749,17.06947,16.66549,16.34924,101.7886,33.01029,2.602903,29.28278,3.065701,144.4687,3.612671,57.95572,2.856393
1237652899138502755,2.3316666666666657,-11.107388888888885,0.08007536,18.1244,16.81856,16.15427,15.76638,15.52657,56.69409,84.91904,2.865492,47.02765,2.790498,355.1227,4.404735,198.1397,3.346523
1237652629099577490,2.333624999999999,-10.635999999999997,0.07994732,19.26154,18.04122,17.38531,16.97103,16.72097,125.5502,70.57497,3.030837,30.63156,2.8559,279.3073,4.088972,122.575,3.055756
1237652946379210838,2.3789166666666666,-10.974888888888886,0.06641459,18.86141,17.20193,16.39573,15.90206,15.55984,133.4965,97.64641,3.599723,27.55792,3.371197,548.5466,6.175951,193.5403,4.168193
1237652900749115518,2.381416666666666,-9.986888888888888,0.08830326,18.96373,17.97658,17.46214,16.96653,16.85079,145.7255,217.9564,4.182464,163.0071,4.040929,956.1981,7.283971,689.046,5.314126
1237652899138568307,2.44325,-11.05958333333333,0.05006681,18.89223,17.78522,17.34874,16.98955,16.8335,70.20802,228.96,4.042411,228.5176,4.221403,885.7029,7.441085,252.7889,3.523869
1237652900749181024,2.4729583333333327,-9.90269444444444,0.07631473,19.19242,17.6386,16.90233,16.57538,16.29318,1.0,5.279255,1.690745,12.92699,2.47761,13.04307,1.365148,19.1424,2.063393
1237652901286183145,2.752041666666666,-9.482722222222218,0.08298886,18.85455,17.53717,16.90701,16.59716,16.3894,36.44186,8.608453,1.486209,0.7549931,1.827249,26.06397,1.490161,12.23443,1.65027
1237652629099774091,2.8432083333333327,-10.720638888888885,0.06266732,19.1728,18.01409,17.46925,17.04265,16.87568,63.93535,210.3837,3.728377,148.1749,3.585552,979.4106,8.19529,296.2057,3.517859
1237652900749377583,2.874208333333333,-9.961194444444443,0.05147471,18.71561,17.63407,17.28702,17.11945,17.05445,47.35174,29.7396,1.965182,38.91019,2.12018,93.58196,2.337873,20.74006,1.800433
1237652900749377634,2.9435416666666665,-9.983722222222221,0.0515567,18.0575,16.74925,16.25988,15.96909,15.76219,45.45788,38.09251,2.197831,2.71534,1.842476,130.443,2.476833,52.85691,2.003538
1237652900212637833,3.2832500000000002,-10.382583333333331,0.07658084,18.58628,16.71526,15.7412,15.2133,14.80847,108.7376,25.29894,3.01728,12.84922,3.192375,128.8054,3.780274,82.11307,3.609827
1237652900749574155,3.3364583333333324,-9.922694444444442,0.02731069,17.1941,15.34196,14.54128,14.15726,13.84167,500.0,16.22227,13.57494,1.928903,4.621122,58.96817,15.72564,5.435204,5.527452
1237652629100036199,3.3450416666666656,-10.779305555555556,0.05162159,18.68824,17.55091,17.11746,16.82158,16.64467,56.31666,84.93739,2.905713,22.60724,2.396208,310.1318,3.760004,106.9534,2.517057
1237652900749574164,3.397416666666666,-9.85583333333333,0.06170309,16.77485,16.20194,15.77909,15.39537,15.1945,500.0,832.3161,11.60639,304.8154,9.921223,2102.096,24.2816,1570.721,19.33056
1237652629100036220,3.4277916666666672,-10.719722222222222,0.04939295,18.25909,17.09221,16.66248,16.38009,16.18605,42.37453,39.44099,2.241792,12.28794,1.991277,139.3463,2.658685,47.66362,1.836185
1237652900749574223,3.4392499999999995,-9.934361111111109,0.01275115,18.31961,17.24384,16.92,16.75507,16.59325,47.5214,44.47417,2.395402,80.91966,2.960792,118.1451,2.283661,12.98335,1.416157
1237652900212768876,3.615083333333332,-10.260333333333328,0.04745367,18.16819,16.94202,16.42094,16.13628,15.88939,48.09549,57.22839,2.429578,40.86062,2.299743,245.1474,3.749098,61.74984,2.054805
1237652630710714484,3.615375,-9.502222222222219,0.04720708,18.97551,17.72186,17.28192,16.98635,16.84042,39.18097,80.02489,2.500187,20.28787,2.159307,286.1643,4.045451,103.1824,2.414494
1237652900749705401,3.7685416666666676,-9.845083333333331,0.04758993,17.82668,16.34856,15.74378,15.40868,15.1893,64.05579,25.18163,2.186744,6.865825,2.108778,113.8152,2.913113,36.9776,2.078744
1237652629100232873,3.8251250000000003,-10.646111111111109,0.05229244,18.86386,17.81436,17.44798,17.24602,17.03687,33.80192,15.29242,1.626815,16.92544,1.63421,53.44567,1.618278,9.650391,1.109497
1237652900212965499,4.054,-10.297111111111112,0.05030105,17.94129,16.81214,16.33606,16.07824,15.86622,39.74273,20.17006,2.004489,9.123959,2.183792,75.6841,2.322887,30.72823,1.956412
1237652630710976581,4.083374999999998,-9.463694444444437,0.08725005,19.37085,17.33432,16.40709,16.01552,15.73246,146.1002,12.01586,3.543923,10.05699,2.94806,28.20476,3.222295,29.01502,2.954735
1237652900213031009,4.100041666666666,-10.263638888888886,0.06607901,19.48841,18.10412,17.41969,17.06582,16.80798,76.22583,44.38692,2.473763,15.47279,2.340978,177.5339,3.092845,78.52972,2.457661
1237652630710976589,4.105624999999999,-9.55086111111111,0.05348988,18.70285,17.30553,16.62192,16.2379,15.9718,53.13269,25.60083,2.156586,32.36725,2.34254,116.6683,2.69723,36.95272,1.896282
1237652629100429386,4.305958333333333,-10.700861111111108,0.08443749,19.79434,18.07649,17.27766,16.88202,16.56749,58.82147,9.334242,2.072505,4.615758,2.299156,38.82193,1.916474,18.62066,1.916567
1237652901823709304,4.371249999999999,-9.10972222222222,0.08295354,19.90852,18.08127,17.3109,16.95666,16.72035,74.44583,6.058916,2.210199,7.937327,2.426628,23.5623,2.302372,19.42131,2.180719
1237652900213162010,4.423,-10.276499999999997,0.08495136,18.56359,17.27274,16.74994,16.43424,16.23648,45.59239,30.07868,2.066166,5.165694,1.965463,112.1024,2.217352,34.5623,1.79681
1237652900213162138,4.518958333333336,-10.372777777777774,0.09914424,18.5713,17.80069,17.58652,17.21863,17.30338,69.42029,394.9329,5.038303,633.1789,7.021694,1535.679,11.47772,276.0482,3.687555
1237652901823840273,4.538166666666665,-9.059944444444442,0.02282963,17.34724,16.63151,16.25837,16.08639,15.88525,59.73578,925.9796,9.033992,1094.695,10.66232,3559.812,24.05182,675.4081,6.174253
1237652901823840369,4.568666666666665,-8.968111111111106,0.08118154,18.70405,17.21449,16.49917,16.11764,15.81875,100.9001,43.34028,3.079656,103.3945,3.603338,161.5019,3.814823,99.75025,3.008597
1237652630711238717,4.719624999999999,-9.474027777777774,0.05249275,18.70982,17.50595,17.05077,16.80367,16.62025,53.31294,27.15353,1.986723,10.50266,1.714168,89.21957,2.067551,25.17083,1.46071
1237652630711238744,4.793916666666666,-9.564527777777775,0.0852288,18.52061,17.35825,16.79551,16.40604,16.18841,79.60462,76.78902,2.865232,89.1767,3.30962,382.623,4.392029,143.245,2.93879
1237652630711304296,4.901708333333335,-9.445361111111112,0.05247921,17.20597,15.98432,15.44727,15.14963,14.97107,50.94781,36.18018,2.337615,4.522409,2.077552,108.6694,2.534451,34.25321,2.026384
1237652630711369799,4.988874999999999,-9.57883333333333,0.02716451,18.19926,17.42344,17.09888,16.92696,16.76077,50.19381,138.3548,3.401699,248.0096,4.393291,424.8694,4.598949,55.97012,2.014093
1237652901824037070,5.023249999999999,-9.027499999999996,0.03969209,18.23081,17.1945,16.88811,16.65708,16.50809,40.2812,66.46419,2.316561,65.46336,2.344345,236.6445,2.90703,51.01411,1.698729
1237652901824037106,5.083333333333332,-8.990777777777776,0.07634846,18.65736,17.36954,16.71181,16.34026,16.08618,63.91521,36.78674,2.371341,23.42459,2.556487,120.884,2.881533,44.52578,2.281331
1237652629100757084,5.1323750000000015,-10.756861111111109,0.0552213,17.87026,16.5878,15.96758,15.53751,15.27374,111.9389,476.8685,6.648208,243.3999,5.508034,2496.418,17.58521,1195.327,9.020248
1237652901824102557,5.165375,-8.993055555555548,0.09654914,18.52983,17.3278,16.78588,16.4606,16.24728,46.91231,40.62075,2.349122,10.60577,2.213184,169.9673,3.051963,63.34281,2.245989
1237652629100822648,5.2560416666666665,-10.816444444444446,0.08853999,18.83373,17.67552,17.06625,16.60835,16.42338,106.7993,179.4729,4.298958,462.834,6.478455,701.2472,6.64969,426.6829,4.772861
1237652629637759053,5.29025,-10.265722222222221,0.05309203,18.73492,17.61626,17.17849,16.90018,16.7246,48.69816,49.47935,1.918452,29.77534,1.867742,188.6162,2.587302,42.0351,1.50394
1237652901824168039,5.311541666666665,-8.969333333333328,0.03502667,18.02757,17.08724,16.79641,16.55855,16.47245,55.66824,183.8117,3.362222,271.0338,4.114437,766.7826,6.160245,115.0029,2.070655
1237652629100888218,5.312166666666665,-10.773055555555553,0.08816568,18.69188,17.3959,16.87484,16.52831,16.35329,60.94572,64.78313,2.69428,10.79318,2.457052,339.3915,4.100869,131.219,2.662251
1237652900750426140,5.3595416666666695,-9.926083333333334,0.05347994,18.39774,17.41248,16.98566,16.70982,16.62832,56.4303,171.7143,3.315893,94.1727,3.009857,610.5236,5.862353,209.824,3.063362
1237652630711566386,5.463124999999998,-9.492277777777778,0.02091361,16.4873,14.88827,14.04617,13.61279,13.27041,118.9995,340.2835,6.006052,91.82059,4.895118,2337.708,17.69328,1029.311,10.26864
1237652629100953606,5.4796249999999995,-10.721027777777774,0.08908728,18.54645,17.2532,16.70248,16.3171,16.22918,91.82473,85.29612,2.8458,215.5966,4.724335,358.8308,4.196138,461.4706,4.767929
1237652630711566449,5.535291666666667,-9.405666666666667,0.05299752,18.03916,16.90771,16.46329,16.14842,15.97596,59.93454,299.2701,4.610703,163.2481,3.956761,1130.613,9.144213,364.9896,4.24979
1237652630711631931,5.617000000000001,-9.502749999999999,0.08445067,19.01035,17.94621,17.45829,17.07776,16.92274,76.57995,61.68801,2.349198,36.29902,2.164837,282.4814,3.162264,87.78976,1.885701
1237652901824299074,5.6253333333333355,-9.112388888888889,0.05962544,19.63071,17.85278,17.00891,16.62611,16.33449,82.80003,8.017534,2.314722,12.89649,2.651837,9.475692,2.226381,9.524723,2.092524
1237652900750557276,5.693374999999999,-9.909555555555553,0.02000887,18.42823,17.27646,16.91255,16.74979,16.62414,35.04902,151.3034,3.111441,339.0153,4.749271,477.9734,4.662122,56.23697,1.57786
1237652901824364668,5.826916666666664,-9.115694444444442,0.08543135,19.71137,18.21814,17.48019,17.13818,16.88409,64.54165,12.06508,2.020955,9.977152,2.151192,26.85931,1.833164,13.90328,1.746521
1237652900750622815,5.839416666666665,-9.817249999999998,0.09254283,19.88385,18.40094,17.55241,17.10671,16.78485,150.5598,44.23004,2.742982,139.3726,3.850109,217.0885,3.718265,259.0797,3.790618
1237652629637955724,5.860750000000001,-10.319555555555551,0.05949726,17.88174,16.74652,16.3512,16.11103,15.90727,54.66493,43.02031,1.914607,25.82239,1.921552,161.6705,2.572124,41.9911,1.593754
1237652630711762948,5.897499999999997,-9.506166666666665,0.01797648,17.43272,16.47922,16.18654,16.09811,16.00656,36.98324,647.5385,7.316722,1918.998,16.3182,1928.911,15.61963,159.4561,2.725569
1237652630711763027,5.913458333333334,-9.433388888888887,0.05216814,18.05325,16.84491,16.29938,15.95901,15.71241,64.95181,102.9845,2.91722,28.99057,2.361272,438.6048,4.634446,163.973,2.874128
1237652900750688375,6.034541666666668,-9.973000000000003,0.08978731,19.11765,17.92093,17.443,17.0917,16.92243,76.71487,61.63808,2.444504,21.9727,2.294097,254.4357,3.161362,66.97456,2.000265
1237652900750753895,6.127541666666667,-9.876138888888889,0.08961225,19.5064,18.0133,17.33084,16.94394,16.70533,108.8177,75.2944,2.814365,21.30703,2.647311,370.1235,4.300495,133.9834,2.961198
1237652629101215882,6.128125000000002,-10.705750000000002,0.05907148,17.81696,16.24384,15.49054,15.07017,14.78827,85.33372,37.61647,2.270986,9.353008,2.270051,255.6807,3.764193,131.0578,2.985072
1237652628564344899,6.128374999999999,-11.084916666666663,0.05438578,18.50657,16.96321,16.19591,15.77738,15.47497,87.89572,62.75596,2.741338,10.64734,2.582139,343.3685,4.935228,111.1625,3.295269
1237652629638152225,6.236791666666667,-10.22677777777778,0.0591886,18.34514,17.13727,16.68347,16.40052,16.22939,67.36461,61.19538,2.395433,35.37682,2.29779,248.0861,3.274339,75.18949,2.023664
1237652628564410377,6.259291666666665,-11.177749999999996,0.05459297,16.67628,15.58417,15.04202,14.67763,14.46149,83.52153,776.6227,9.292648,194.0712,6.41985,3304.538,24.1984,1533.235,12.56949
1237652629638217786,6.378291666666665,-10.315055555555551,0.03224866,17.97396,16.71473,16.21045,15.94512,15.7017,51.11787,61.32436,2.503075,24.06264,2.384316,242.4505,3.432009,90.72997,2.454261
1237652629101412464,6.5694583333333325,-10.70097222222222,0.04816483,17.63975,16.45417,15.99104,15.7244,15.5022,53.05844,34.66271,2.153516,9.40047,1.979032,140.0546,2.74808,52.27222,2.12702
1237652629101412496,6.640041666666668,-10.779111111111108,0.03463304,18.05955,16.31931,15.56437,15.2145,14.94656,31.5784,12.63426,2.120868,15.97647,3.000994,35.73687,2.353254,14.96227,3.058098
1237652900751016140,6.724583333333333,-9.947138888888889,0.05366929,18.54562,16.68139,15.86594,15.47717,15.17065,98.80646,7.051108,3.469207,15.24842,4.13311,18.7107,4.249084,7.627049,3.683553
1237652628564607157,6.780208333333333,-11.081055555555556,0.07727367,18.73041,17.23248,16.43396,15.97213,15.66327,133.7708,68.81824,3.256144,20.77681,3.008411,393.1442,5.032407,149.8843,3.698704
1237652900751016183,6.807124999999999,-9.889833333333335,0.02834684,18.77249,17.75034,17.38721,17.18751,17.0362,46.18097,78.68007,2.524901,136.4235,3.159957,267.1287,3.213263,36.51273,1.492839
1237652628564672575,6.856041666666665,-11.186138888888884,0.09256171,20.10709,17.96918,17.13393,16.62564,16.32899,118.7378,57.9202,2.483291,25.43926,2.563448,359.9457,4.38985,143.6586,2.948488
1237652628564672589,6.877166666666666,-11.113416666666666,0.07724518,18.0774,16.83879,16.28013,15.9225,15.68452,80.93338,60.73683,3.028345,11.85501,2.849787,262.0246,4.28833,91.05949,3.307604
1237652628564672592,6.884874999999999,-11.059138888888885,0.07753856,19.74683,17.81867,16.99311,16.63077,16.36625,67.97729,10.02253,2.753782,19.48316,3.009851,20.03547,2.674406,22.20171,2.619904
1237652629638414423,6.918166666666669,-10.242694444444448,0.04721045,19.21944,18.06954,17.56954,17.31622,17.10662,42.90577,21.01702,1.864365,14.0678,1.785546,88.48238,2.382475,20.88587,1.435977
1237652629638414376,6.943333333333334,-10.26297222222222,0.04785378,17.5071,15.60902,14.76664,14.3815,14.04383,278.2153,184.2536,8.454504,172.8537,7.769338,610.2825,14.25655,366.2843,11.25698
1237652629638480091,6.996999999999998,-10.33919444444444,0.04791141,19.33779,17.97536,17.52171,17.2412,17.11669,36.33853,16.28146,1.880759,13.8513,1.909132,55.7073,2.003069,16.29846,1.590707
1237652900751147117,6.998333333333335,-9.836138888888888,0.04832717,18.91751,17.84176,17.50805,17.29396,17.1765,53.62338,95.63012,2.430724,111.9727,2.815185,349.4846,3.743227,66.42809,1.894351
1237652628564738210,7.0058750000000005,-11.106861111111108,0.07803349,19.29987,17.29731,16.42614,16.0287,15.7429,168.7455,5.412206,3.970416,6.099287,5.682053,20.73394,4.89935,14.42334,5.722289
1237652628564738220,7.0160416666666645,-11.11125,0.07725222,18.90192,16.86007,16.00918,15.60625,15.30456,69.92219,1.772009,2.927907,0.7525198,5.940802,2.564636,2.857574,11.53706,5.623744
1237652628564738321,7.046666666666669,-11.177777777777772,0.077639,18.50655,17.40749,16.92535,16.58185,16.4088,82.95683,242.1675,4.555833,122.9762,3.893056,987.4619,9.096487,366.923,4.643023
1237652629101609075,7.047041666666664,-10.729750000000003,0.03472326,17.72281,16.65355,16.22956,15.9764,15.81796,52.13057,89.80654,2.773195,89.28519,3.32175,351.5582,4.626884,77.89636,2.21229
1237652630712221837,7.074416666666668,-9.492888888888888,0.05651893,16.80012,15.13957,14.3611,13.95264,13.63756,97.67642,12.04401,3.110263,15.6214,3.621731,35.05782,3.711043,41.51198,4.19942
1237652629638480011,7.0860416666666675,-10.228916666666663,0.05443346,18.68853,16.78198,15.94771,15.54666,15.19684,173.0486,14.00447,4.875443,5.615728,6.402977,20.18338,5.914655,0.507368,7.345554
1237652900751212627,7.151458333333333,-9.931138888888885,0.05027705,18.45777,16.7581,16.11369,15.80813,15.57159,1.0,6.974436,2.012333,30.79881,3.410924,19.96297,2.377977,39.19972,3.269834
1237652900751212671,7.2625416666666665,-9.840027777777776,0.02848792,17.78427,15.9912,15.22123,14.85708,14.55845,50.13444,3.797301,4.008613,9.758527,4.892365,11.13615,4.715986,6.996493,4.860652
1237652628564803716,7.262749999999999,-11.063444444444439,0.05512742,17.94705,16.61248,15.98156,15.56762,15.31552,131.0038,367.109,6.708453,1439.015,14.15082,1621.797,14.99073,1567.329,12.80727
1237652629638545562,7.2681249999999995,-10.267277777777776,0.05482911,18.55587,17.18552,16.59213,16.25333,16.05835,59.19962,11.58133,2.082476,8.059484,2.041385,31.72784,2.21455,12.92736,1.708631
1237652901825019984,7.296166666666668,-8.985527777777776,0.02027487,17.53666,16.43519,15.94643,15.70175,15.51066,43.29591,36.79271,2.605714,20.4197,2.56549,127.1396,2.712362,35.34383,1.895335
1237652901825019943,7.388208333333335,-9.080749999999997,0.02017989,16.03333,14.2486,13.48604,13.10072,12.77826,102.8606,54.93118,8.941447,113.5215,10.883,136.3237,12.95969,136.747,13.39287
1237652629638611042,7.415499999999999,-10.401694444444441,0.02092403,18.74048,17.64062,17.22997,17.02035,17.00654,35.27394,47.034,2.284451,92.14654,2.776657,156.7039,2.532273,18.78466,1.266731
1237652630712418371,7.430666666666666,-9.376027777777775,0.07365052,18.69517,17.49993,16.89209,16.54824,16.34721,95.80329,75.73145,3.37555,60.91893,3.567946,324.3542,4.863886,157.6865,3.611463
1237652629638676517,7.431708333333337,-10.270777777777775,0.02100096,17.29396,16.09144,15.61049,15.35874,15.1776,38.79147,84.65088,2.867563,114.3232,3.294937,313.5715,4.220587,44.86987,1.696441
